name,parent,weight
Taiwan,wuuwiki,1
UnitedStates,wuuwiki,1
Finland,xalwiki,1
Germany,xalwiki,1
Latvia,xalwiki,1
Netherlands,xalwiki,1
UnitedStates,xalwiki,1
Georgia,xmfwiki,10
Georgia,xmfwiki,1
Greece,xmfwiki,1
Bangladesh,yiwiki,1
Israel,yiwiki,10
Israel,yiwiki,1
Poland,yiwiki,1
UnitedStates,yiwiki,1
Australia,yowiki,1
Bangladesh,yowiki,1
Germany,yowiki,10
Italy,yowiki,1
Nigeria,yowiki,1
Philippines,yowiki,1
UnitedKingdom,yowiki,1
UnitedStates,yowiki,1
Canada,zh_classicalwiki,1
HongKong,zh_classicalwiki,10
HongKong,zh_classicalwiki,1
Malaysia,zh_classicalwiki,1
SouthKorea,zh_classicalwiki,1
Taiwan,zh_classicalwiki,10
Taiwan,zh_classicalwiki,1
UnitedKingdom,zh_classicalwiki,1
UnitedStates,zh_classicalwiki,1
Finland,zh_min_nanwiki,1
Germany,zh_min_nanwiki,1
Greece,zh_min_nanwiki,10
Spain,zh_min_nanwiki,1
Taiwan,zh_min_nanwiki,1
Ukraine,zh_min_nanwiki,1
Australia,zh_yuewiki,10
Australia,zh_yuewiki,1
Canada,zh_yuewiki,10
Canada,zh_yuewiki,1
Germany,zh_yuewiki,10
HongKong,zh_yuewiki,10
HongKong,zh_yuewiki,1
Indonesia,zh_yuewiki,1
Italy,zh_yuewiki,1
Japan,zh_yuewiki,1
Macao,zh_yuewiki,10
Macao,zh_yuewiki,1
Malaysia,zh_yuewiki,1
Taiwan,zh_yuewiki,1
UnitedKingdom,zh_yuewiki,1
UnitedStates,zh_yuewiki,1
Albania,zhwiki,1
Angola,zhwiki,1
Argentina,zhwiki,1
Australia,zhwiki,10
Australia,zhwiki,1
Austria,zhwiki,10
Austria,zhwiki,1
Bangladesh,zhwiki,1
Belgium,zhwiki,1
BosniaandHerzegovina,zhwiki,1
Brazil,zhwiki,1
Bulgaria,zhwiki,1
Canada,zhwiki,10
Canada,zhwiki,1
Chile,zhwiki,1
Colombia,zhwiki,10
Colombia,zhwiki,1
CostaRica,zhwiki,1
Cyprus,zhwiki,1
CzechRepublic,zhwiki,1
Ecuador,zhwiki,1
Estonia,zhwiki,1
Finland,zhwiki,10
Finland,zhwiki,1
France,zhwiki,10
France,zhwiki,1
Germany,zhwiki,10
Germany,zhwiki,1
Greece,zhwiki,10
HongKong,zhwiki,10
HongKong,zhwiki,1
Hungary,zhwiki,1
Iceland,zhwiki,1
India,zhwiki,10
India,zhwiki,1
Indonesia,zhwiki,1
Ireland,zhwiki,10
Ireland,zhwiki,1
Italy,zhwiki,10
Italy,zhwiki,1
Japan,zhwiki,10
Japan,zhwiki,1
Jersey,zhwiki,1
Latvia,zhwiki,1
Lithuania,zhwiki,10
Lithuania,zhwiki,1
Luxembourg,zhwiki,1
Macao,zhwiki,10
Macao,zhwiki,1
Macedonia,zhwiki,1
Malaysia,zhwiki,10
Malaysia,zhwiki,1
Malta,zhwiki,10
Malta,zhwiki,1
Mexico,zhwiki,1
Moldova,zhwiki,1
Netherlands,zhwiki,10
Netherlands,zhwiki,1
NewZealand,zhwiki,1
Nigeria,zhwiki,1
Peru,zhwiki,1
Philippines,zhwiki,1
Poland,zhwiki,1
Portugal,zhwiki,1
Romania,zhwiki,1
Serbia,zhwiki,1
SintMaarten,zhwiki,1
Slovenia,zhwiki,1
SouthAfrica,zhwiki,1
SouthKorea,zhwiki,10
SouthKorea,zhwiki,1
Spain,zhwiki,1
Sweden,zhwiki,1
Switzerland,zhwiki,1
Taiwan,zhwiki,10
Taiwan,zhwiki,1
Tanzania,zhwiki,10
Tanzania,zhwiki,1
Ukraine,zhwiki,1
UnitedKingdom,zhwiki,10
UnitedKingdom,zhwiki,1
UnitedStates,zhwiki,10
UnitedStates,zhwiki,1
Brazil,zuwiki,1
Italy,zuwiki,1
SouthAfrica,zuwiki,10
SouthAfrica,zuwiki,1
